Result_ID,Fighter_Name,Fight_ID,Decision,Match_Result,Seed,DefendingIndicator
4485,Wario,1984,w,1,,
4486,Diddy Kong,1985,w,1,,Y
4487,Lucas,1985,l,0,,
4488,Mario,1986,l,0,,Y
4489,Kirby,1986,w,1,,
4490,Kirby,1987,l,0,,Y
4491,Meta Knight,1987,w,1,,
4492,ROB,1988,w,1,,
4493,Snake,1988,l,0,,
4494,Ice Climbers,1989,l,0,,
4495,Zelda,1989,w,2,,
4496,Wolf,1990,w,1,,
4497,Peach,1990,l,0,,
4498,Marth,1991,l,0,,
4499,Diddy Kong,1991,w,2,,
4500,Lucas,1992,l,0,,
4501,DK,1992,w,1,,
4502,Fox,1992,l,-1,,
4503,Bowser,1993,l,0,,
4504,Yoshi,1993,w,2,,
4505,Mario,1994,w,1,,
4506,Olimar,1994,l,0,,
4507,Ike,1995,w,1,,
4508,Pikachu,1995,w,3,,
4509,King Dedede,1995,l,0,,
4510,Ganondorf,1995,l,0,,
4511,Falco,1996,l,0,,
4512,Link,1996,w,3,,
4513,Mr Game & Watch,1997,w,1,,
4514,Captain Falcon,1997,l,0,,
4515,Ness,1998,l,0,,
4516,Wolf,1998,w,3,,
4517,Lucario,1999,w,2,,
4518,Jigglypuff,1999,l,0,,
4519,Captain Falcon,2000,l,0,,
4520,Ice Climbers,2000,w,2,,
4521,ROB,2001,w,1,,
4522,Snake,2001,l,0,,
4523,Sonic,2002,l,0,,
4524,Toon Link,2002,w,1,,
4525,King Dedede,2003,l,0,,
4526,Marth,2003,w,3,,
4527,Ike,2004,w,1,,
4528,Ganondorf,2004,l,0,,
4529,Mr Game & Watch,2005,w,1,,
4530,Yoshi,2005,l,0,,
4531,Bowser,2006,l,0,,
4532,Captain Falcon,2006,w,2,,
4533,Pokemon Trainer,2007,l,67,,
4534,Falco,2007,w,133,,
4535,Sonic,2008,l,0,,
4536,ROB,2008,w,1,,
4537,Wolf,2008,w,1,,
4538,Diddy Kong,2009,w,2,,
4539,DK,2009,l,0,,
4540,Snake,2010,w,1,,
4541,Peach,2010,l,0,,
4542,Samus,2011,l,0,,
4543,Ness,2011,w,1,,
4544,Wario,2012,w,2,,
4545,Lucas,2012,l,0,,
4546,Meta Knight,2013,w,2,,
4547,King Dedede,2013,l,0,,
4548,Bowser,2014,l,0,,
4549,Olimar,2014,w,2,,
4550,Pit,2015,w,1,,
4551,Ganondorf,2015,l,0,,
4552,Link,2016,l,0,,
4553,Pikachu,2016,w,1,,
4554,Kirby,2017,w,1,,
4555,Mario,2017,l,0,,
4556,ROB,2018,w,1,,Y
4557,Wolf,2018,l,0,,
4558,Pit,2019,w,1,,Y
4559,Link,2019,l,0,,
4560,Toon Link,2020,l,0,,Y
4561,Zelda,2020,l,0,,Y
4562,Ike,2020,w,2,,
4563,Pikachu,2020,w,2,,
4564,Yoshi,2021,w,196,,Y
4565,Falco,2021,l,32,,
4566,Marth,2022,l,-1,,Y
4567,DK,2022,w,1,,
4568,Diddy Kong,2023,w,4,,Y
4569,Toon Link,2023,l,0,,
4570,Meta Knight,2024,l,0,,Y
4571,Luigi,2024,w,1,,
4572,Lucario,2025,l,0,,Y
4573,Mr Game & Watch,2025,l,0,,
4574,Wario,2025,l,0,,
4575,Kirby,2025,w,1,,
4576,Olimar,2026,l,0,,
4577,Peach,2026,w,1,,
4578,Lucas,2027,w,3,,
4579,Ness,2027,w,2,,
4580,Zelda,2027,l,0,,
4581,Ice Climbers,2027,l,0,,
4582,DK,2028,w,2,,
4583,Lucario,2028,l,0,,
4584,Jigglypuff,2029,l,0,,
4585,Snake,2029,w,1,,
4586,Toon Link,2030,w,1,,
4587,Wario,2030,l,0,,
4588,Ice Climbers,2031,w,2,,
4589,Bowser,2031,l,0,,
4590,King Dedede,2032,w,1,,
4591,Luigi,2032,l,0,,
4592,Pit,2033,w,1,,
4593,Ganondorf,2033,l,0,,
4594,Captain Falcon,2034,w,2,,
4595,Meta Knight,2034,l,0,,
4596,Mario,2035,w,2,,
4597,Falco,2035,l,0,,
4598,Pit,2036,w,3,,
4599,Jigglypuff,2036,l,0,,
4600,Zelda,2037,l,-3,,
4601,Wolf,2037,w,2,,
4602,Samus,2038,w,2,,
4603,Ice Climbers,2038,l,0,,
4604,Fox,2039,l,0,,
4605,Sonic,2039,w,1,,
4606,Marth,2040,w,1,,
4607,Lucario,2040,l,0,,
4608,Mario,2041,w,1,,
4609,Ganondorf,2041,l,0,,
4610,Ike,2042,w,2,,
4611,King Dedede,2042,l,0,,
4612,Luigi,2043,w,1,,
4613,Bowser,2043,l,0,,
4614,Olimar,2044,l,0,,
4615,Pikachu,2044,w,3,,
4616,Kirby,2045,l,0,,
4617,Pit,2045,w,1,,
4618,Peach,2046,w,1,,
4619,Snake,2046,l,0,,
4620,Mr Game & Watch,2047,w,3,,
4621,Jigglypuff,2047,l,0,,
4622,Toon Link,2048,w,0,,
4623,Diddy Kong,2048,w,1,,
4624,Ness,2048,l,0,,
4625,Lucas,2048,l,0,,
4626,Wolf,2049,l,0,,
4627,Samus,2049,w,2,,
4628,DK,2050,l,0,,
4629,ROB,2050,w,2,,
4630,Mario,2051,w,2,,
4631,Pokemon Trainer,2051,l,0,,
4632,Yoshi,2052,w,1,,
4633,Falco,2052,l,0,,
4634,Ganondorf,2053,l,61,,
4635,King Dedede,2053,w,73,,
4636,Ike,2054,w,2,,
4637,Link,2054,l,0,,
4638,Mr Game & Watch,2055,w,2,,
4639,Captain Falcon,2055,l,0,,
4640,Yoshi,2056,w,86,,Y
4641,King Dedede,2056,l,68,,
4642,ROB,2057,w,2,,Y
4643,Peach,2057,l,0,,
4644,Pikachu,2058,w,2,,Y
4645,Ike,2058,w,1,,Y
4646,Lucas,2058,l,0,,
4647,Ness,2058,l,0,,
4648,Pit,2059,w,1,,Y
4649,Pikachu,2059,l,0,,
4650,DK,2060,w,2,,Y
4651,Wolf,2060,l,-2,,
4652,Captain Falcon,2061,l,0,,
4653,Mario,2061,w,2,,
4654,Pit,2061,l,1,,
4655,Ike,2061,l,1,,
4656,Samus,2062,l,0,,
4657,Sonic,2062,l,1,,
4658,Marth,2062,w,2,,
4659,ROB,2062,l,1,,
4660,Luigi,2063,w,2,,Y
4661,Mr Game & Watch,2063,l,0,,
4662,Diddy Kong,2064,l,0,,Y
4663,Toon Link,2064,w,2,,
4664,Snake,2065,w,1,,
4665,Ice Climbers,2065,l,0,,
4666,Zelda,2066,l,0,,
4667,ROB,2066,w,1,,
4668,Samus,2067,l,0,,
4669,Ness,2067,w,1,,
4670,Lucas,2068,l,0,,
4671,Wario,2068,w,1,,
4672,Sonic,2069,w,2,,
4673,Lucario,2069,l,0,,
4674,Olimar,2070,w,2,,
4675,King Dedede,2070,l,0,,
4676,Sonic,2071,l,0,,
4677,Pokemon Trainer,2071,w,2,,
4678,Pikachu,2072,l,0,,
4679,Mario,2072,w,1,,
4680,Fox,2073,w,2,,
4681,Falco,2073,w,1,,
4682,Bowser,2073,l,0,,
4683,Ganondorf,2073,l,0,,
4684,Kirby,2074,l,0,,
4685,Link,2074,l,0,,
4686,Meta Knight,2074,l,0,,
4687,Ike,2074,w,1,,
4688,Fox,2075,w,2,,
4689,Wolf,2075,l,0,,
4690,Jigglypuff,2076,l,0,,
4691,Marth,2076,w,3,,
4692,Toon Link,2077,w,3,,
4693,Peach,2077,l,0,,
4694,DK,2078,w,1,,
4695,Zelda,2078,l,0,,
4696,Samus,2079,l,0,,
4697,Ness,2079,w,2,,
4698,Snake,2079,l,0,,
4699,Luigi,2080,w,2,,
4700,King Dedede,2080,l,0,,
4701,Pokemon Trainer,2081,l,0,,
4702,Link,2081,w,1,,
4703,Olimar,2082,w,2,,
4704,Ganondorf,2082,l,0,,
4705,Yoshi,2083,w,3,,
4706,Bowser,2083,l,0,,
4707,Mario,2084,l,0,,
4708,Captain Falcon,2084,w,1,,
4709,Jigglypuff,2085,l,0,,
4710,Sonic,2085,w,3,,
4711,Fox,2086,l,0,,
4712,Lucas,2086,w,3,,
4713,ROB,2087,w,2,,
4714,Ice Climbers,2087,l,0,,
4715,Zelda,2088,l,0,,
4716,Wario,2088,w,3,,
4717,Diddy Kong,2089,w,2,,
4718,DK,2089,l,0,,
4719,Ness,2090,w,2,,
4720,King Dedede,2090,l,0,,
4721,Lucas,2091,w,1,,
4722,Falco,2091,l,0,,
4723,Pit,2092,l,0,,
4724,Mr Game & Watch,2092,w,2,,
4725,Olimar,2093,w,1,,
4726,Pokemon Trainer,2093,l,0,,
4727,Mario,2094,w,1,,
4728,Captain Falcon,2094,l,0,,
4729,Pikachu,2095,w,2,,Y
4730,Ike,2095,w,2,,Y
4731,Fox,2095,l,0,,
4732,Falco,2095,l,0,,
4733,DK,2096,l,-1,,Y
4734,Sonic,2096,w,2,,
4735,Wario,2096,l,-1,,
4736,Yoshi,2097,w,2,,Y
4737,Olimar,2097,l,0,,
4738,ROB,2098,w,1,,Y
4739,Ness,2098,l,0,,
4740,Pit,2099,l,0,,Y
4741,Captain Falcon,2099,l,0,,
4742,Mario,2099,w,1,,
4743,Toon Link,2100,w,3,,Y
4744,Diddy Kong,2100,l,0,,
4745,Luigi,2101,w,2,,Y
4746,Ike,2101,l,0,,
4747,Luigi,2102,w,1,,Y
4748,Mario,2102,l,0,,
4749,Pokemon Trainer,2103,l,0,,
4750,Jigglypuff,2103,w,2,,
4751,Peach,2104,l,0,,
4752,Kirby,2104,w,3,,
4753,Wolf,2105,l,0,,
4754,Falco,2105,w,1,,
4755,Captain Falcon,2106,w,2,,
4756,Snake,2106,l,0,,
4757,Pikachu,2107,w,0,,
4758,Lucas,2107,l,0,,
4759,Ice Climbers,2108,l,0,,
4760,Ganondorf,2108,w,1,,
4761,Kirby,2109,w,3,,
4762,Lucario,2109,l,0,,
4763,Fox,2110,w,1,,
4764,Meta Knight,2110,l,0,,
4765,Zelda,2111,l,0,,
4766,Link,2111,w,2,,
4767,Ike,2112,l,0,,
4768,Mario,2112,w,2,,
4769,Peach,2113,w,1,,
4770,Jigglypuff,2113,l,0,,
4771,Bowser,2114,w,2,,
4772,Wolf,2114,l,0,,
4773,Pokemon Trainer,2115,l,0,,
4774,Sonic,2115,w,3,,
4775,Diddy Kong,2116,w,1,,
4776,Falco,2116,l,0,,
4777,Captain Falcon,2117,l,0,,
4778,Samus,2117,l,0,,
4779,Lucas,2117,w,1,,
4780,Ness,2117,w,1,,
4781,Samus,2118,w,2,,
4782,King Dedede,2118,l,0,,
4783,DK,2119,w,1,,
4784,Ganondorf,2119,l,0,,
4785,Yoshi,2120,w,2,,
4786,Ice Climbers,2120,l,0,,
4787,Mr Game & Watch,2121,w,2,,
4788,Meta Knight,2121,l,0,,
4789,Wario,2122,l,0,,
4790,Link,2122,w,1,,
4791,Kirby,2123,w,2,,
4792,Snake,2123,l,0,,
4793,Wolf,2124,l,0,,
4794,Bowser,2124,w,2,,
4795,Captain Falcon,2125,w,3,,
4796,Jigglypuff,2125,l,0,,
4797,Sonic,2126,w,2,,
4798,Falco,2126,l,0,,
4799,Marth,2127,l,0,,
4800,Diddy Kong,2127,w,1,,
4801,Lucario,2128,w,1,,
4802,Meta Knight,2128,l,0,,
4803,Zelda,2129,w,1,,
4804,Olimar,2129,l,0,,
4805,Ike,2130,l,0,,
4806,Link,2130,w,2,,
4807,DK,2131,l,0,,
4808,Fox,2131,w,1,,
4809,Mario,2132,l,0,,
4810,Wario,2132,w,2,,
4811,Mario,2133,w,1,,Y
4812,Link,2133,l,0,,
4813,ROB,2134,w,1,,Y
4814,Bowser,2134,l,0,,
4815,Yoshi,2135,w,2,,Y
4816,Fox,2135,l,0,,
4817,Sonic,2136,w,1,,Y
4818,Pikachu,2136,l,-1,,
4819,Ike,2137,w,1,,Y
4820,Pikachu,2137,w,0,,Y
4821,Ness,2137,l,0,,
4822,Lucas,2137,l,0,,
4823,Toon Link,2138,w,1,,Y
4824,Diddy Kong,2138,l,0,,
4825,Luigi,2139,w,1,,Y
4826,Mario,2139,l,0,,
4827,Peach,2140,w,2,,
4828,Bowser,2140,l,0,,
4829,Wolf,2141,l,0,,
4830,Falco,2141,w,2,,
4831,Jigglypuff,2142,l,0,,
4832,Marth,2142,w,2,,
4833,Captain Falcon,2143,w,2,,
4834,Pokemon Trainer,2143,l,0,,
4835,Toon Link,2144,w,2,,
4836,ROB,2144,l,0,,
4837,Ganondorf,2145,l,0,,
4838,King Dedede,2145,w,2,,
4839,Ice Climbers,2146,w,1,,
4840,King Dedede,2146,l,0,,
4841,Zelda,2147,l,0,,
4842,Meta Knight,2147,w,3,,
4843,Link,2148,l,0,,
4844,Ike,2148,w,2,,
4845,Mario,2149,w,1,,
4846,Wario,2149,l,0,,
4847,Mario,2150,w,3,,
4848,Peach,2150,l,0,,
4849,Samus,2151,w,1,,
4850,Snake,2151,l,0,,
4851,Ness,2152,w,1,,
4852,Lucas,2152,l,0,,
4853,Captain Falcon,2153,l,0,,
4854,Marth,2153,w,1,,
4855,Sonic,2154,l,0,,
4856,ROB,2154,l,0,,
4857,Diddy Kong,2154,w,2,,
4858,Luigi,2155,w,3,,
4859,Ganondorf,2155,l,0,,
4860,Olimar,2156,w,3,,
4861,Lucario,2156,l,0,,
4862,Fox,2157,l,0,,
4863,Link,2157,w,2,,
4864,Wario,2158,w,2,,
4865,DK,2158,l,0,,
4866,Yoshi,2159,l,0,,
4867,Mario,2159,w,3,,
4868,Mr Game & Watch,2159,l,0,,
4869,Toon Link,2160,w,3,,
4870,Pokemon Trainer,2160,l,0,,
4871,Ness,2161,l,0,,
4872,Marth,2161,w,2,,
4873,Samus,2162,w,3,,
4874,Jigglypuff,2162,l,0,,
4875,Kirby,2163,w,1,,
4876,Pikachu,2163,l,0,,
4877,ROB,2164,l,0,,
4878,Sonic,2164,w,1,,
4879,Ganondorf,2165,l,0,,
4880,Zelda,2165,w,3,,
4881,Toon Link,2165,w,3,,
4882,Olimar,2166,l,0,,
4883,Link,2166,w,3,,
4884,Mario,2167,w,1,,
4885,Wario,2167,l,0,,
4886,Pit,2168,l,0,,
4887,Ike,2168,w,1,,
4888,Yoshi,2169,l,0,,
4889,Mr Game & Watch,2169,w,3,,
4890,Toon Link,2170,l,0,1,Y
4891,Bowser,2170,w,1,16,
4892,Diddy Kong,2171,w,1,2,
4893,Peach,2171,l,0,15,
4894,Sonic,2172,w,1,3,
4895,Wolf,2172,l,0,14,
4896,ROB,2173,l,0,4,
4897,Falco,2173,w,1,13,
4898,Kirby,2174,w,1,5,
4899,Snake,2174,l,0,12,
4900,Pikachu,2175,w,1,6,
4901,Samus,2175,l,0,11,
4902,Marth,2176,w,1,7,
4903,Lucas,2176,l,0,10,
4904,Captain Falcon,2177,l,0,8,
4905,Ness,2177,w,1,9,
4906,Bowser,2178,l,0,16,
4907,Ness,2178,w,1,9,
4908,Falco,2179,l,0,13,
4909,Kirby,2179,w,1,5,
4910,Sonic,2180,l,0,3,
4911,Pikachu,2180,w,1,6,
4912,Diddy Kong,2181,l,0,2,
4913,Marth,2181,w,1,7,
4914,Ness,2182,l,0,9,
4915,Kirby,2182,w,1,5,
4916,Marth,2183,l,0,7,
4917,Pikachu,2183,w,1,6,
4918,Kirby,2184,w,1,5,
4919,Pikachu,2184,l,0,6,
4920,Luigi,2185,w,1,1,Y
4921,King Dedede,2185,l,0,16,
4922,Mario,2186,w,1,2,
4923,Ice Climbers,2186,l,0,15,
4924,Mr Game & Watch,2187,w,1,3,
4925,Zelda,2187,l,0,14,
4926,Yoshi,2188,l,0,4,
4927,Meta Knight,2188,w,1,13,
4928,Ike,2189,w,1,5,
4929,Lucario,2189,l,0,12,
4930,Pit,2190,w,1,6,
4931,Olimar,2190,l,0,11,
4932,Wario,2191,l,0,7,
4933,Fox,2191,w,1,10,
4934,DK,2192,l,0,8,
4935,Link,2192,w,1,9,
4936,Luigi,2193,w,1,1,Y
4937,Link,2193,l,0,9,
4938,Meta Knight,2194,l,0,13,
4939,Ike,2194,w,1,5,
4940,Mr Game & Watch,2195,l,0,3,
4941,Pit,2195,w,1,6,
4942,Mario,2196,w,1,2,
4943,Fox,2196,l,0,10,
4944,Luigi,2197,l,0,1,Y
4945,Ike,2197,w,1,5,
4946,Mario,2198,w,1,2,
4947,Pit,2198,l,0,6,
4948,Ike,2199,l,0,5,
4949,Mario,2199,w,1,2,
4950,Toon Link,2200,w,2,,
4951,Bowser,2200,l,0,,
4952,Snake,2201,l,0,,
4953,Pikachu,2201,w,2,,
4954,Marth,2202,w,3,,
4955,Jigglypuff,2202,l,0,,
4956,Sonic,2203,l,0,,
4957,Samus,2203,w,1,,
4958,Ness,2204,w,2,,
4959,Diddy Kong,2204,l,0,,
4960,Samus,2205,w,3,,
4961,Ice Climbers,2205,l,0,,
4962,Lucario,2206,w,2,,
4963,King Dedede,2206,l,0,,
4964,Wario,2207,w,1,,
4965,Fox,2207,l,0,,
4966,Meta Knight,2208,w,2,,
4967,DK,2208,l,0,,
4968,Luigi,2209,w,1,,
4969,Mr Game & Watch,2209,l,0,,
4970,Meta Knight,2210,w,2,,
4971,Peach,2210,l,0,,
4972,Toon Link,2211,w,3,,
4973,Ness,2211,l,0,,
4974,Samus,2212,w,1,,
4975,Falco,2212,l,-1,,
4976,Lucas,2213,l,-1,,
4977,Pikachu,2213,w,1,,
4978,Diddy Kong,2214,w,2,,
4979,Wolf,2214,l,-2,,
4980,Meta Knight,2215,w,2,,
4981,Wario,2215,l,0,,
4982,Yoshi,2216,w,1,,
4983,Zelda,2216,l,0,,
4984,Olimar,2217,l,0,,
4985,Ganondorf,2217,w,2,,
4986,Lucario,2218,w,1,,
4987,Mario,2218,l,0,,
4988,Ike,2219,l,0,,
4989,Pit,2219,w,3,,
4990,Pokemon Trainer,2220,w,1,,
4991,Jigglypuff,2220,l,0,,
4992,Wolf,2221,w,1,,
4993,ROB,2221,l,0,,
4994,Marth,2222,w,1,,
4995,Falco,2222,l,0,,
4996,Bowser,2223,w,2,,
4997,Peach,2223,l,0,,
4998,Captain Falcon,2224,l,0,,
4999,Snake,2224,w,1,,
5000,Fox,2225,w,1,,
5001,Falco,2225,w,2,,
5002,DK,2225,l,0,,
5003,King Dedede,2225,l,0,,
5004,Wolf,2226,w,1,,
5005,Wario,2226,l,0,,
5006,Link,2227,w,2,,
5007,Ice Climbers,2227,l,0,,
5008,Ike,2228,w,2,,
5009,Pit,2228,l,0,,
5010,Mario,2229,l,0,,
5011,Ganondorf,2229,w,3,,
5012,Lucario,2229,l,0,,
5013,Pikachu,2230,w,2,,Y
5014,Ike,2230,w,2,,Y
5015,Fox,2230,l,0,,
5016,Falco,2230,l,0,,
5017,ROB,2231,w,2,,Y
5018,Bowser,2231,l,0,,
5019,Snake,2231,l,0,,
5020,Yoshi,2232,w,1,,Y
5021,Ganondorf,2232,l,0,,
5022,Lucario,2232,l,0,,
5023,Sonic,2233,w,4,,Y
5024,Pikachu,2233,l,0,,
5025,Samus,2233,l,-3,,
5026,Diddy Kong,2233,l,-1,,
5027,Mario,2234,w,1,,Y
5028,Wario,2234,l,0,,
5029,Meta Knight,2234,l,0,,
5030,Kirby,2235,l,0,,Y
5031,Toon Link,2235,w,1,,
5032,Ness,2235,l,0,,
5033,Mario,2236,l,0,,Y
5034,Luigi,2236,l,0,,
5035,Pit,2236,w,1,,
5036,Ike,2236,l,0,,
5037,Bowser,2237,l,0,,
5038,Toon Link,2237,w,2,,
5039,ROB,2238,l,0,,
5040,Pikachu,2238,w,1,,
5041,Pokemon Trainer,2239,l,0,,
5042,Samus,2239,w,2,,
5043,Snake,2240,w,3,,
5044,Captain Falcon,2240,l,0,,
5045,Kirby,2241,w,0,,
5046,Ness,2241,l,1,,
5047,Fox,2242,l,0,,
5048,DK,2242,w,1,,
5049,King Dedede,2243,l,0,,
5050,Mr Game & Watch,2243,w,1,,
5051,Link,2244,w,3,,
5052,Zelda,2244,l,0,,
5053,Wario,2245,w,3,,
5054,Meta Knight,2245,l,0,,
5055,Luigi,2246,w,1,,
5056,Ike,2246,l,0,,
5057,Falco,2247,l,0,,
5058,Sonic,2247,w,2,,
5059,ROB,2248,w,1,,
5060,Captain Falcon,2248,l,0,,
5061,Wolf,2249,w,1,,
5062,Lucas,2249,l,0,,
5063,Samus,2250,w,1,,
5064,Diddy Kong,2250,l,-1,,
5065,Pikachu,2251,w,2,,
5066,Ness,2251,l,0,,
5067,Pit,2252,w,2,,
5068,Fox,2252,l,0,,
5069,Zelda,2253,w,2,,
5070,Ganondorf,2253,l,0,,
5071,Olimar,2254,w,56,,
5072,Lucario,2254,l,46,,
5073,Ike,2255,w,3,,
5074,DK,2255,l,0,,
5075,Luigi,2256,l,0,,
5076,Mario,2256,w,1,,
5077,Bowser,2257,w,0,,
5078,Wolf,2257,w,2,,
5079,Pokemon Trainer,2257,l,0,,
5080,Jigglypuff,2257,l,0,,
5081,Marth,2258,w,1,,
5082,Peach,2258,l,0,,
5083,Falco,2259,l,0,,
5084,Kirby,2259,w,2,,
5085,Ness,2260,w,1,,
5086,Sonic,2260,l,0,,
5087,Diddy Kong,2261,l,0,,
5088,Lucas,2261,w,1,,
5089,DK,2262,w,1,,
5090,Ice Climbers,2262,l,0,,
5091,Ness,2263,w,1,,
5092,Ganondorf,2263,l,0,,
5093,King Dedede,2264,l,0,,
5094,Fox,2264,w,1,,
5095,Meta Knight,2265,l,0,,
5096,Yoshi,2265,w,2,,
5097,Link,2266,l,0,,
5098,Ike,2266,w,1,,
5099,Mario,2267,l,0,,Y
5100,Wario,2267,w,1,,
5101,Sonic,2268,w,1,,Y
5102,Samus,2268,l,-1,,
5103,Yoshi,2269,w,182,,Y
5104,Olimar,2269,l,23,,
5105,ROB,2270,w,2,,Y
5106,Snake,2270,l,0,,
5107,Pikachu,2271,w,2,,Y
5108,Ike,2271,w,2,,Y
5109,Wolf,2271,l,0,,
5110,Bowser,2271,l,0,,
5111,Pit,2272,w,1,,Y
5112,Mario,2272,l,0,,
5113,Toon Link,2273,w,1,,Y
5114,Pikachu,2273,l,0,,
5115,Marth,2274,w,1,,Y
